tec_name,label,sentence
Exfiltration Over Alternative Protocol,186,PoetRAT has used a .NET tool named dog.exe to exiltrate information over an e-mail account.
Exfiltration Over Alternative Protocol,186,FrameworkPOS can use DNS tunneling for exfiltration of credit card data.
Exfiltration Over Alternative Protocol,186,"Chaes has exfiltrated its collected data from the infected machine to the C2, sometimes using the MIME protocol."
Exfiltration Over Alternative Protocol,186,Kobalos can exfiltrate credentials over the network via UDP.
Exfiltration Over Alternative Protocol,186,Bundlore uses the curl -s -L -o command to exfiltrate archived data to a URL.
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel.
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,Asymmetric encryption algorithms are those that use different keys on each end of the channel.
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,"Also known as public-key cryptography, this requires pairs of cryptographic keys that can encrypt/decrypt data from the corresponding key."
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,Each end of the communication channels requires a private key  and the public key of the other entity.
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,The public keys of each entity are exchanged before encrypted communications begin.
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,Network protocols that use asymmetric encryption  often utilize symmetric encryption once keys are exchanged.
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,Adversaries may opt to use these encrypted mechanisms that are baked into a protocol.
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,UNC2452 exfiltrated collected data over a simple HTTPS request to a password-protected archive staged on a victim's OWA servers.
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,APT29 has exfiltrated collected data over a simple HTTPS request to a password-protected archive staged on a victim's OWA servers.
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,187,APT28 has exfiltrated archives of collected data previously staged on a target's OWA server via HTTPS.
Exfiltration Over Bluetooth,188,Adversaries may attempt to exfiltrate data over Bluetooth rather than the command and control channel.
Exfiltration Over Bluetooth,188,"If the command and control network is a wired Internet connection, an attacker may opt to exfiltrate data using a Bluetooth communication channel."
Exfiltration Over Bluetooth,188,Adversaries may choose to do this if they have sufficient access and proximity.
Exfiltration Over Bluetooth,188,Bluetooth connections might not be secured or defended as well as the primary Internet-connected channel because it is not routed through the same enterprise network.
Exfiltration Over Bluetooth,188,"Flame has a module named BeetleJuice that contains Bluetooth functionality that may be used in different ways, including transmitting encoded information from the infected system over the Bluetooth protocol, acting as a Bluetooth beacon, and identifying other Bluetooth devices in the vicinity."
Exfiltration Over C2 Channel,189,Adversaries may steal data by exfiltrating it over an existing command and control channel.
Exfiltration Over C2 Channel,189,Stolen data is encoded into the normal communications channel using the same protocol as command and control communications.
Exfiltration Over C2 Channel,189,Bankshot exfiltrates data over its C2 channel.
Exfiltration Over C2 Channel,189,NETEAGLE is capable of reading files over the C2 channel.
Exfiltration Over C2 Channel,189,ADVSTORESHELL exfiltrates data over the same channel used for C2.
Exfiltration Over C2 Channel,189,ROKRAT sends collected files back over same C2 channel.
Exfiltration Over C2 Channel,189,CallMe exfiltrates data to its C2 server over the same protocol as C2 communications.
Exfiltration Over C2 Channel,189,Pteranodon exfiltrates screenshot files to its C2 server.
Exfiltration Over C2 Channel,189,Proxysvc performs data exfiltration over the control server channel using a custom protocol.
Exfiltration Over C2 Channel,189,MobileOrder exfiltrates data to its C2 server over the same protocol as C2 communications.
Exfiltration Over C2 Channel,189,Psylo exfiltrates data to its C2 server over the same protocol as C2 communications.
Exfiltration Over C2 Channel,189,Cannon exfiltrates collected data over email via SMTP/S and POP3/S C2 channels.
Exfiltration Over C2 Channel,189,Adversaries can direct BACKSPACE to upload files to the C2 Server.
Exfiltration Over C2 Channel,189,OopsIE can upload files from the victim's machine to its C2 server.
Exfiltration Over C2 Channel,189,Emotet has been seen exfiltrating system information stored within cookies sent within an HTTP GET request back to its C2 servers.
Exfiltration Over C2 Channel,189,Astaroth exfiltrates collected information from its r1.log file to the external C2 server.
Exfiltration Over C2 Channel,189,"Remexi performs exfiltration over BITSAdmin, which is also used for the C2 channel."
Exfiltration Over C2 Channel,189,HOPLIGHT has used its C2 channel to exfiltrate data.
Exfiltration Over C2 Channel,189,HAWKBALL has sent system information and files over the C2 channel.
Exfiltration Over C2 Channel,189,LightNeuron exfiltrates data over its email C2 channel.
Exfiltration Over C2 Channel,189,Zebrocy has exfiltrated data to the designated C2 server using HTTP POST requests.
Exfiltration Over C2 Channel,189,Machete's collected data is exfiltrated over the same channel used for C2.
Exfiltration Over C2 Channel,189,Ursnif has used HTTP POSTs to exfil gathered information.
Exfiltration Over C2 Channel,189,HotCroissant has the ability to download files from the infected host to the command and control  server.
Exfiltration Over C2 Channel,189,Attor has exfiltrated data over the C2 channel.
Exfiltration Over C2 Channel,189,Data exfiltration is done by Okrum using the already opened channel with the C2 server.
Exfiltration Over C2 Channel,189,"PowerShower has used a PowerShell document stealer module to pack and exfiltrate .txt, .pdf, .xls or .doc files smaller than 5MB that were modified during the past two days."
Exfiltration Over C2 Channel,189,DustySky has exfiltrated data to the C2 server.
Exfiltration Over C2 Channel,189,Rising Sun can send data gathered from the infected machine via HTTP POST request to the C2.
Exfiltration Over C2 Channel,189,Lokibot has the ability to initiate contact with command and control  to exfiltrate stolen data.
Exfiltration Over C2 Channel,189,MechaFlounder has the ability to send the compromised user's account name and hostname within a URL to C2.
Exfiltration Over C2 Channel,189,TajMahal has the ability to send collected files over its C2.
Exfiltration Over C2 Channel,189,Dyre has the ability to send information staged on a compromised host externally to C2.
Exfiltration Over C2 Channel,189,Valak has the ability to exfiltrate data over the C2 channel.
Exfiltration Over C2 Channel,189,Goopy has the ability to exfiltrate data over the Microsoft Outlook C2 channel.
Exfiltration Over C2 Channel,189,Kessel has exfiltrated information gathered from the infected system to the C2 server.
Exfiltration Over C2 Channel,189,GoldenSpy has exfiltrated host environment information to an external C2 domain via port 9006.
Exfiltration Over C2 Channel,189,StrongPity can exfiltrate collected documents through C2 channels.
Exfiltration Over C2 Channel,189,Carberp has exfiltrated data via HTTP to already established C2 servers.
Exfiltration Over C2 Channel,189,njRAT has used HTTP to receive stolen information from the infected machine.
Exfiltration Over C2 Channel,189,REvil can exfiltrate host and malware information to C2 servers.
Exfiltration Over C2 Channel,189,RDAT can exfiltrate data gathered from the infected system via the established Exchange Web Services API C2 channel.
Exfiltration Over C2 Channel,189,Drovorub can exfiltrate files over C2 infrastructure.
Exfiltration Over C2 Channel,189,TrickBot can send information about the compromised host and upload data to a hardcoded C2 server.
Exfiltration Over C2 Channel,189,KGH_SPY can exfiltrate collected information from the host to the C2 server.
Exfiltration Over C2 Channel,189,BLINDINGCAN has sent user and system information to a C2 server via HTTP POST requests.
Exfiltration Over C2 Channel,189,Grandoreiro can send data it retrieves to the C2 server.
Exfiltration Over C2 Channel,189,SLOTHFULMEDIA has sent system information to a C2 server via HTTP and HTTPS POST requests.
Exfiltration Over C2 Channel,189,Crutch can exfiltrate data over the primary C2 channel .
Exfiltration Over C2 Channel,189,Stuxnet sends compromised victim information via HTTP.
Exfiltration Over C2 Channel,189,Spark has exfiltrated data over the C2 channel.
Exfiltration Over C2 Channel,189,Industroyer sends information about hardware profiles and previously-received commands back to the C2 server in a POST-request.
Exfiltration Over C2 Channel,189,EVILNUM can upload files over the C2 channel from the infected host.
Exfiltration Over C2 Channel,189,Ebury can exfiltrate SSH credentials through custom DNS queries.
Exfiltration Over C2 Channel,189,AppleJeus has exfiltrated collected host information to a C2 server.
Exfiltration Over C2 Channel,189,Penquin can execute the command code do_upload to send files to C2.
Exfiltration Over C2 Channel,189,GoldMax can exfiltrate files over the existing C2 channel.
Exfiltration Over C2 Channel,189,ThiefQuest exfiltrates targeted file extensions in the /Users/ folder to the command and control server via unencrypted HTTP.
Exfiltration Over C2 Channel,189,Network packets contain a string with two pieces of information: a file path and the contents of the file in a base64 encoded string.
Exfiltration Over C2 Channel,189,Doki has used Ngrok to establish C2 and exfiltrate data.
Exfiltration Over C2 Channel,189,PoetRAT has exfiltrated data over the C2 channel.
Exfiltration Over C2 Channel,189,Caterpillar WebShell can upload files over the C2 channel.
Exfiltration Over C2 Channel,189,Bandook can upload files from a victim's machine over the C2 channel.
Exfiltration Over C2 Channel,189,AppleSeed can exfiltrate files via the C2 channel.
Exfiltration Over C2 Channel,189,SideTwist has exfiltrated data over its C2 channel.
Exfiltration Over C2 Channel,189,SMOKEDHAM has exfiltrated data to its C2 server.
Exfiltration Over C2 Channel,189,Metamorfo can send the data it collects to the C2 server.
Exfiltration Over C2 Channel,189,MarkiRAT can exfiltrate locally stored data via its C2.
Exfiltration Over C2 Channel,189,"QakBot can send stolen information to C2 nodes including passwords, accounts, and emails."
Exfiltration Over C2 Channel,189,BLUELIGHT has exfiltrated data over its C2 channel.
Exfiltration Over C2 Channel,189,XCSSET exfiltrates data stolen from a system over its C2 channel.
Exfiltration Over C2 Channel,189,BoxCaon uploads files and data from a compromised host over the existing C2 channel.
Exfiltration Over C2 Channel,189,Octopus has uploaded stolen files and data from a victim's machine over its C2 channel.
Exfiltration Over C2 Channel,189,GrimAgent has sent data related to a compromise host over its C2 channel.
Exfiltration Over C2 Channel,189,A Gamaredon Group file stealer can transfer collected files to a hardcoded C2 server.
Exfiltration Over C2 Channel,189,Another Lazarus Group malware sample also performs exfiltration over the C2 channel.
Exfiltration Over C2 Channel,189,"After data is collected by Stealth Falcon malware, it is exfiltrated over the existing C2 channel."
Exfiltration Over C2 Channel,189,APT3 has a tool that exfiltrates data over the C2 channel.
Exfiltration Over C2 Channel,189,Ke3chang transferred compressed and encrypted RAR files containing exfiltration through the established backdoor command and control channel during operations.
Exfiltration Over C2 Channel,189,APT32's backdoor has exfiltrated data using the already opened channel with its C&C server.
Exfiltration Over C2 Channel,189,GALLIUM used Web shells and HTRAN for C2 and to exfiltrate data.
Exfiltration Over C2 Channel,189,Kimsuky has exfiltrated data over its email C2 channel.
Exfiltration Over C2 Channel,189,Wizard Spider has exfiltrated domain credentials and network enumeration information over command and control  channels.
Exfiltration Over C2 Channel,189,MuddyWater has used C2 infrastructure to receive exfiltrated data.
Exfiltration Over C2 Channel,189,Sandworm Team has sent system information to its C2 server using HTTP.
Exfiltration Over C2 Channel,189,Operation Wocao has used the Xserver backdoor to exfiltrate data.
Exfiltration Over C2 Channel,189,APT39 has exfiltrated stolen victim data through C2 communications.
Exfiltration Over C2 Channel,189,Chimera has used Cobalt Strike C2 beacons for data exfiltration.
Exfiltration Over C2 Channel,189,Higaisa exfiltrated data over its C2 channel.
Exfiltration Over C2 Channel,189,ZIRCONIUM has exfiltrated files via the Dropbox API C2.
Exfiltration Over C2 Channel,189,Leviathan has exfiltrated data over its C2 channel.
Exfiltration Over Other Network Medium,190,Adversaries may attempt to exfiltrate data over a different network medium than the command and control channel.
Exfiltration Over Other Network Medium,190,"If the command and control network is a wired Internet connection, the exfiltration may occur, for example, over a WiFi connection, modem, cellular data connection, Bluetooth, or another radio frequency  channel."
Exfiltration Over Other Network Medium,190,"Adversaries may choose to do this if they have sufficient access or proximity, and the connection might not be secured or defended as well as the primary Internet-connected channel because it is not routed through the same enterprise network"
Exfiltration Over Physical Medium,191,"Adversaries may attempt to exfiltrate data via a physical medium, such as a removable drive."
Exfiltration Over Physical Medium,191,"In certain circumstances, such as an air-gapped network compromise, exfiltration could occur via a physical medium or device introduced by a user."
Exfiltration Over Physical Medium,191,"Such media could be an external hard drive, USB drive, cellular phone, MP3 player, or other removable storage and processing device."
Exfiltration Over Physical Medium,191,The physical medium or device could be used as the final exfiltration point or to hop between otherwise disconnected systems.
Exfiltration Over Symmetric Encrypted Non-C2 Protocol,192,Adversaries may steal data by exfiltrating it over a symmetrically encrypted network protocol other than that of the existing command and control channel.
Exfiltration Over Symmetric Encrypted Non-C2 Protocol,192,Symmetric encryption algorithms are those that use shared or the same keys/secrets on each end of the channel.
Exfiltration Over Symmetric Encrypted Non-C2 Protocol,192,This requires an exchange or pre-arranged agreement/possession of the value used to encrypt and decrypt data.
Exfiltration Over Symmetric Encrypted Non-C2 Protocol,192,"Network protocols that use asymmetric encryption often utilize symmetric encryption once keys are exchanged, but adversaries may opt to manually share keys and implement symmetric cryptographic algorithms  vice using mechanisms that are baked into a protocol."
Exfiltration Over Symmetric Encrypted Non-C2 Protocol,192,This may result in multiple layers of encryption  or encryption in protocols that not typically encrypted .
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,"Adversaries may opt to obfuscate this data, without the use of encryption, within network protocols that are natively unencrypted ."
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,This may include custom or publicly available encoding/compression algorithms  as well as embedding data within protocol headers and fields.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,Cherry Picker exfiltrates files over FTP.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,"Remsec can exfiltrate data via a DNS tunnel or email, separately from its C2 channel."
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,CORALDECK has exfiltrated data in HTTP POST headers.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,CosmicDuke exfiltrates collected files over FTP or WebDAV.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,Exfiltration servers can be separately configured from C2 servers.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,"Agent Tesla has routines for exfiltration over SMTP, FTP, and HTTP."
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,"Some Brave Prince variants have used South  Korea's Daum email service to exfiltrate information, and later variants have posted the data to a web server via an HTTP post command."
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,Carbon uses HTTP to send data to the C2 server.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,PoetRAT has used FTP for exfiltration.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,KONNI has used FTP to exfiltrate reconnaissance data out.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,WindTail has the ability to automatically exfiltrate files using the macOS built-in utility /usr/bin/curl.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,"Kessel can exfiltrate credentials and other information via HTTP POST request, TCP, and DNS."
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,CookieMiner has used the curl --upload-file command to exfiltrate data over HTTP.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,Dok exfiltrates logs of its execution stored in the /tmp folder over FTP using the curl command.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,OilRig has exfiltrated data over FTP separately from its primary C2 channel over DNS.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,FIN8 has used FTP to exfiltrate collected data.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,Thrip has used WinSCP to exfiltrate data from a targeted organization over FTP.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,Lazarus Group malware SierraBravo-Two generates an email message via SMTP containing information about newly infected victims.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,APT33 has used FTP to exfiltrate files .
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,APT32's backdoor can exfiltrate data by encoding it in the subdomain field of DNS packets.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,FIN6 has sent stolen payment card data to remote servers via HTTP POSTs.
Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,193,Wizard Spider has exfiltrated victim information using FTP.
Exfiltration Over Web Service,194,"Adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel."
Exfiltration Over Web Service,194,Popular Web services acting as an exfiltration mechanism may give a significant amount of cover due to the likelihood that hosts within a network are already communicating with them prior to compromise.
Exfiltration Over Web Service,194,Firewall rules may also already exist to permit traffic to these services.
Exfiltration Over Web Service,194,"Web service providers also commonly use SSL/TLS encryption, giving adversaries an added level of protection."
Exfiltration Over Web Service,194,Ngrok has been used by threat actors to configure servers for data exfiltration.
Exfiltration Over Web Service,194,DropBook has used legitimate web services to exfiltrate data.
Exfiltration Over Web Service,194,APT28 can exfiltrate data over Google Drive.
Exfiltration over USB,195,Adversaries may attempt to exfiltrate data over a USB connected physical device.
Exfiltration over USB,195,"In certain circumstances, such as an air-gapped network compromise, exfiltration could occur via a USB device introduced by a user."
Exfiltration over USB,195,The USB device could be used as the final exfiltration point or to hop between otherwise disconnected systems.
Exfiltration over USB,195,SPACESHIP copies staged data to removable drives when they are inserted into the system.
Exfiltration over USB,195,Remsec contains a module to move data from airgapped networks to Internet-connected systems by using a removable USB device.
Exfiltration over USB,195,USBStealer exfiltrates collected files via removable media from air-gapped victims.
Exfiltration over USB,195,Agent.btz creates a file named thumb.dd on all USB flash drives connected to the victim.
Exfiltration over USB,195,This file contains information about the infected system and activity logs.
Exfiltration over USB,195,Machete has a feature to copy files from every drive onto a removable drive in a hidden folder.
Exfiltration over USB,195,Tropic Trooper has exfiltrated data using USB storage devices.
Exfiltration over USB,195,Mustang Panda has used a customized PlugX variant which could exfiltrate documents from air-gapped networks.
Exfiltration to Cloud Storage,196,Adversaries may exfiltrate data to a cloud storage service rather than over their primary command and control channel.
Exfiltration to Cloud Storage,196,"Cloud storage services allow for the storage, edit, and retrieval of data from a remote cloud storage server over the Internet."
Exfiltration to Cloud Storage,196,Examples of cloud storage services include Dropbox and Google Docs.
Exfiltration to Cloud Storage,196,Exfiltration to these cloud storage services can provide a significant amount of cover to the adversary if hosts within the network are already communicating with the service.
Exfiltration to Cloud Storage,196,HAMMERTOSS exfiltrates data by uploading it to accounts created by the actors on Web cloud storage providers for the adversaries to retrieve later.
Exfiltration to Cloud Storage,196,Crutch has exfiltrated stolen data to Dropbox.
Exfiltration to Cloud Storage,196,RainyDay can use a file exfiltration tool to upload specific files to Dropbox.
Exfiltration to Cloud Storage,196,BoomBox can upload data to dedicated per-victim folders in Dropbox.
Exfiltration to Cloud Storage,196,BoxCaon has the capability to download folders' contents on the system and upload the results back to its Dropbox drive.
Exfiltration to Cloud Storage,196,Octopus has exfiltrated data to file sharing sites.
Exfiltration to Cloud Storage,196,Turla has used WebDAV to upload stolen USB files to a cloud drive.
Exfiltration to Cloud Storage,196,Turla has also exfiltrated stolen files to OneDrive and 4shared.
Exfiltration to Cloud Storage,196,Leviathan has used an uploader known as LUNCHMONEY that can exfiltrate files to Dropbox.
Exfiltration to Cloud Storage,196,Chimera has exfiltrated stolen data to OneDrive accounts.
Exfiltration to Cloud Storage,196,"HAFNIUM has exfiltrated data to file sharing sites, including MEGA."
Exfiltration to Cloud Storage,196,ZIRCONIUM has exfiltrated stolen data to Dropbox.
Exfiltration to Cloud Storage,196,FIN7 has exfiltrated stolen data to the MEGA file sharing site.
Exfiltration to Code Repository,197,Adversaries may exfiltrate data to a code repository rather than over their primary command and control channel.
Exfiltration to Code Repository,197,Code repositories are often accessible via an API .
Exfiltration to Code Repository,197,"Access to these APIs are often over HTTPS, which gives the adversary an additional level of protection."
Exfiltration to Code Repository,197,Exfiltration to a code repository can also provide a significant amount of cover to the adversary if it is a popular service already used by hosts within the network.
Exploit Public-Facing Application,198,"Adversaries may attempt to take advantage of a weakness in an Internet-facing computer or program using software, data, or commands in order to cause unintended or unanticipated behavior."
Exploit Public-Facing Application,198,"The weakness in the system can be a bug, a glitch, or a design vulnerability."
Exploit Public-Facing Application,198,"These applications are often websites, but can include databases , standard services  or SSH, network device administration and management protocols , and any other applications with Internet accessible open sockets, such as web servers and related services."
Exploit Public-Facing Application,198,Depending on the flaw being exploited this may include Exploitation for Defense Evasion.
Exploit Public-Facing Application,198,"If an application is hosted on cloud-based infrastructure and/or is containerized, then exploiting it may lead to compromise of the underlying instance or container."
Exploit Public-Facing Application,198,"This can allow an adversary a path to access the cloud or container APIs, exploit container host access via Escape to Host, or take advantage of weak identity and access management policies."
Exploit Public-Facing Application,198,"For websites and databases, the OWASP top 10 and CWE top 25 highlight the most common web-based vulnerabilities."
Exploit Public-Facing Application,198,SoreFang can gain access by exploiting a Sangfor SSL VPN vulnerability that allows for the placement and delivery of malicious update binaries.
Exploit Public-Facing Application,198,Siloscape is executed after the attacker gains initial access to a Windows container using a known vulnerability.
Exploit Public-Facing Application,198,Night Dragon has performed SQL injection attacks of extranet web servers to gain access.
Exploit Public-Facing Application,198,Axiom has been observed using SQL injection to gain access to systems.
Exploit Public-Facing Application,198,GALLIUM exploited a publicly-facing servers including Wildfly/JBoss servers to gain access to the network.
Exploit Public-Facing Application,198,"APT41 exploited CVE-2020-10189 against Zoho ManageEngine Desktop Central, and CVE-2019-19781 to compromise Citrix Application Delivery Controllers  and gateway devices."
Exploit Public-Facing Application,198,"BlackTech has exploited a buffer overflow vulnerability in Microsoft Internet Information Services  6.0, CVE-2017-7269, in order to establish a new HTTP or command and control  server."
Exploit Public-Facing Application,198,APT39 has used SQL injection for initial compromise.
Exploit Public-Facing Application,198,"Rocke exploited Apache Struts, Oracle WebLogic , and Adobe ColdFusion  vulnerabilities to deliver malware."
Exploit Public-Facing Application,198,"Blue Mockingbird has gained initial access by exploiting CVE-2019-18935, a vulnerability within Telerik UI for ASP.NET AJAX."
Exploit Public-Facing Application,198,GOLD SOUTHFIELD has exploited Oracle WebLogic vulnerabilities for initial compromise.
Exploit Public-Facing Application,198,"APT29 has exploited CVE-2019-19781 for Citrix, CVE-2019-11510 for Pulse Secure VPNs, CVE-2018-13379 for FortiGate VPNs, and CVE-2019-9670 in Zimbra software to gain access."
Exploit Public-Facing Application,198,They have also exploited CVE-2020-0688 against the Microsoft Exchange Control Panel to regain access to a network.
Exploit Public-Facing Application,198,"APT28 has used a variety of public exploits, including CVE 2020-0688 and CVE 2020-17144, to gain execution on vulnerable Microsoft Exchange; they have also conducted SQL injection attacks against external websites."
Exploit Public-Facing Application,198,Operation Wocao has gained initial access via vulnerable webservers.
Exploit Public-Facing Application,198,"Fox Kitten has exploited known vulnerabilities in Fortinet, PulseSecure, and Palo Alto VPN appliances."
Exploit Public-Facing Application,198,UNC2452 exploited CVE-2020-0688 against the Microsoft Exchange Control Panel to regain access to a network.
Exploit Public-Facing Application,198,"Volatile Cedar has targeted publicly facing web servers, with both automatic and manual vulnerability discovery."
Exploit Public-Facing Application,198,menuPass has leveraged vulnerabilities in Pulse Secure VPNs to hijack sessions.
Exploit Public-Facing Application,198,"BackdoorDiplomacy has exploited CVE-2020-5902, an F5 BIP-IP vulnerability, to drop a Linux backdoor."
Exploit Public-Facing Application,198,BackdoorDiplomacy has also exploited mis-configured Plesk servers.
Exploitation for Client Execution,199,Adversaries may exploit software vulnerabilities in client applications to execute code.
Exploitation for Client Execution,199,Vulnerabilities can exist in software due to unsecure coding practices that can lead to unanticipated behavior.
Exploitation for Client Execution,199,Adversaries can take advantage of certain vulnerabilities through targeted exploitation for the purpose of arbitrary code execution.
Exploitation for Client Execution,199,Oftentimes the most valuable exploits to an offensive toolkit are those that can be used to obtain code execution on a remote system because they can be used to gain access to that system.
Exploitation for Client Execution,199,"Users will expect to see files related to the applications they commonly used to do work, so they are a useful target for exploit research and development because of their high utility."
Exploitation for Client Execution,199,"Several types exist:
### Browser-based Exploitation
Web browsers are a common target through Drive-by Compromise and Spearphishing Link."
Exploitation for Client Execution,199,Endpoint systems may be compromised through normal web browsing or from certain users being targeted by links in spearphishing emails to adversary controlled sites used to exploit the web browser.
Exploitation for Client Execution,199,These often do not require an action by the user for the exploit to be executed.
Exploitation for Client Execution,199,"### Office Applications
Common office and productivity applications such as Microsoft Office are also targeted through Phishing."
Exploitation for Client Execution,199,Malicious files will be transmitted directly as attachments or through links to download them.
Exploitation for Client Execution,199,These require the user to open the document or file for the exploit to run.
Exploitation for Client Execution,199,"### Common Third-party Applications
Other applications that are commonly seen or are part of the software deployed in a target network may also be used for exploitation."
Exploitation for Client Execution,199,"Applications such as Adobe Reader and Flash, which are common in enterprise environments, have been routinely targeted by adversaries attempting to gain access to systems."
Exploitation for Client Execution,199,"Depending on the software and nature of the vulnerability, some may be exploited in the browser or require the user to open a file."
Exploitation for Client Execution,199,"For instance, some Flash exploits have been delivered as objects within Microsoft Office documents."
Exploitation for Client Execution,199,Bankshot leverages a known zero-day vulnerability in Adobe Flash to execute the implant into the victims’ machines.
Exploitation for Client Execution,199,DealersChoice leverages vulnerable versions of Flash to perform execution.
Exploitation for Client Execution,199,"Xbash can attempt to exploit known vulnerabilities in Hadoop, Redis, or ActiveMQ when it finds those services running in order to conduct further execution."
Exploitation for Client Execution,199,"SpeakUp attempts to exploit the following vulnerabilities in order to execute its malicious script: CVE-2012-0874, CVE-2010-1871, CVE-2017-10271, CVE-2018-2894, CVE-2016-3088, JBoss AS 3/4/5/6, and the Hadoop YARN ResourceManager."
Exploitation for Client Execution,199,HAWKBALL has exploited Microsoft Office vulnerabilities CVE-2017-11882 and CVE-2018-0802 to deliver the payload.
Exploitation for Client Execution,199,"EvilBunny has exploited CVE-2011-4369, a vulnerability in the PRC component in Adobe Reader."
Exploitation for Client Execution,199,"Ramsay has been embedded in documents exploiting CVE-2017-0199, CVE-2017-11882, and CVE-2017-8570."
Exploitation for Client Execution,199,InvisiMole has installed legitimate but vulnerable Total Video Player software and wdigest.dll library drivers on compromised hosts to exploit stack overflow and input validation vulnerabilities for code execution.
Exploitation for Client Execution,199,Agent Tesla has exploited Office vulnerabilities such as CVE-2017-11882 and CVE-2017-8570 for execution during delivery.
Exploitation for Client Execution,199,SUPERNOVA was installed via exploitation of a SolarWinds Orion API authentication bypass vulnerability .
Exploitation for Client Execution,199,"Cobalt Strike can exploit Oracle Java vulnerabilities for execution, including CVE-2011-3544, CVE-2013-2465, CVE-2012-4681, and CVE-2013-2460."
Exploitation for Client Execution,199,Agent Tesla exploits CVE-2017-11882 in Microsoft’s Equation Editor to execute a process.
Exploitation for Client Execution,199,KeyBoy exploits the vulnerability CVE-2012-0158 for execution.
Exploitation for Client Execution,199,"APT37 has used exploits for Flash Player , Word , Internet Explorer , and Microsoft Edge  for execution."
Exploitation for Client Execution,199,"APT29 has used multiple software exploits for common client software, like Microsoft Word, Exchange, and Adobe Reader, to gain code execution."
Exploitation for Client Execution,199,Patchwork uses malicious documents to deliver remote execution exploits as part of.
Exploitation for Client Execution,199,"The group has previously exploited CVE-2017-8570, CVE-2012-1856, CVE-2014-4114, CVE-2017-0199, CVE-2017-11882, and CVE-2015-1641."
Exploitation for Client Execution,199,"Leviathan has exploited multiple Microsoft Office and .NET vulnerabilities for execution, including CVE-2017-0199, CVE-2017-8759, and CVE-2017-11882."
Exploitation for Client Execution,199,"Elderwood has used exploitation of endpoint software, including Microsoft Internet Explorer Adobe Flash vulnerabilities, to gain execution."
Exploitation for Client Execution,199,They have also used zero-day exploits.
Exploitation for Client Execution,199,TA459 has exploited Microsoft Word vulnerability CVE-2017-0199 for execution.
Exploitation for Client Execution,199,"BRONZE BUTLER has exploited Microsoft Office vulnerabilities CVE-2014-4114, CVE-2018-0802, and CVE-2018-0798 for execution."
Exploitation for Client Execution,199,Lazarus Group has exploited Adobe Flash vulnerability CVE-2018-4878 for execution.
Exploitation for Client Execution,199,"Cobalt Group had exploited multiple vulnerabilities for execution, including Microsoft’s Equation Editor , an Internet Explorer vulnerability , CVE-2017-8570, CVE-2017-0199, and CVE-2017-8759."
Exploitation for Client Execution,199,"Tropic Trooper has executed commands through Microsoft security vulnerabilities, including CVE-2017-11882, CVE-2018-0802, and CVE-2012-0158."
Exploitation for Client Execution,199,APT28 has exploited Microsoft Office vulnerability CVE-2017-0262 for execution.
